libmodbus5,3.1.6-2,true
libmount1,2.36.1-8+deb11u1,true
libncurses6,6.2+20201114-2+deb11u2,true
libncursesw6,6.2+20201114-2+deb11u2,true
libnettle8,3.7.3-1,true
libnewt0.52,0.52.21-4+b3,true
libnftables1,0.9.8-3.1+deb11u1,true
libnftnl11,1.1.9-1,true
libnghttp2-14,1.43.0-1,true
libnl-3-200,3.4.0-1+b1,true
libnl-genl-3-200,3.4.0-1+b1,true
libnl-route-3-200,3.4.0-1+b1,true
libnpth0,1.6-3,true
libnsl2,1.3.0-2,true
libnspr4,2:4.29-1,true
libnss3,2:3.61-1+deb11u3,true
libonig5,6.9.6-1.1,true
libp11-kit0,0.23.22-1,true
libpam-modules,1.4.0-9+deb11u1+rpt2,true
libpam-modules-bin,1.4.0-9+deb11u1+rpt2,true
libpam-runtime,1.4.0-9+deb11u1+rpt2,true
libpam-systemd,247.3-7+deb11u4,true
libpam0g,1.4.0-9+deb11u1+rpt2,true
libpcre2-8-0,10.36-2+deb11u1,true
libpcre3,2:8.39-13,true
libpcsclite1,1.9.1-1,true
libpng16-16,1.6.37-3,true
libpopt0,1.18-2,true
libprocps8,2:3.3.17-5,true
libpsl5,0.21.0-1.2,true
libreadline8,8.1-1,true
librtmp1,2.4+20151223.gitfa8646d.1-2+b2,true
libsasl2-2,2.1.27+dfsg-2.1+deb11u1,true
libsasl2-modules-db,2.1.27+dfsg-2.1+deb11u1,true
libseccomp2,2.5.1-1+deb11u1,true
libselinux1,3.1-3,true
libsemanage-common,3.1-1,true
libsemanage1,3.1-1+b2,true
libsepol1,3.1-1,true
libslang2,2.3.2-5,true
libsmartcols1,2.36.1-8+deb11u1,true
libsqlite3-0,3.34.1-3,true
libss2,1.46.2-2,true
libssh2-1,1.9.0-2,true
libssl1.1,1.1.1w-0+deb11u1+rpt1,true
libstdc++6,10.2.1-6,true
libsystemd0,247.3-7+deb11u4,true
libtasn1-6,4.16.0-2+deb11u1,true
libtext-charwidth-perl,0.04-10+b1,true
libtext-iconv-perl,1.7-7+b1,true
libtext-wrapi18n-perl,0.06-9,true
libtinfo6,6.2+20201114-2+deb11u2,true
libtirpc-common,1.3.1-1+deb11u1,true
libtirpc3,1.3.1-1+deb11u1,true
libudev1,247.3-7+deb11u4,true
libunistring2,0.9.10-4,true
libutempter0,1.2.1-2,true
libuuid1,2.36.1-8+deb11u1,true
libwrap0,7.6.q-31,true
libx11-6,2:1.7.2-1+deb11u2,true
libx11-data,2:1.7.2-1+deb11u2,true
libxau6,1:1.0.9-1,true
libxcb1,1.14-3,true
libxdmcp6,1:1.1.2-3,true
libxext6,2:1.3.3-1.1,true
libxmuu1,2:1.1.2-2+b3,true
libxtables12,1.8.7-1,true
libxxhash0,0.8.0-2,true
libyasdi,1.8.1-Build9,true
libzstd1,1.4.8+dfsg-2.1,true
linux-base,4.6,true
locales,2.31-13+rpt2+rpi1+deb11u7,true
login,1:4.8.1-1,true
logrotate,3.18.0-2+deb11u2,true
logsave,1.46.2-2,true
lsb-base,11.1.0,true
mawk,1.3.4.20200120-2,true
mount,2.36.1-8+deb11u1,true
nano,5.4-2+deb11u2,true
ncurses-base,6.2+20201114-2+deb11u2,true
ncurses-bin,6.2+20201114-2+deb11u2,true
ncurses-term,6.2+20201114-2+deb11u2,true
netbase,6.3,true
nftables,0.9.8-3.1+deb11u1,true
openjdk-11-jre-headless,11.0.20+8-1~deb11u1,true
openssh-client,1:8.4p1-5+deb11u2,true
openssh-server,1:8.4p1-5+deb11u2,true
openssh-sftp-server,1:8.4p1-5+deb11u2,true
openssl,1.1.1w-0+deb11u1+rpt1,true
passwd,1:4.8.1-1,true
perl-base,5.32.1-4+deb11u2,true
pinentry-curses,1.1.0-4,true
procps,2:3.3.17-5,true
psmisc,23.4-2,true
raspberrypi-archive-keyring,2021.1.1+rpt1,true
raspberrypi-bootloader,1:1.20230405-1,true
raspberrypi-kernel,1:1.20230405-1,true
readline-common,8.1-1,true
rfkill,2.36.1-8+deb11u1,true
rsync,3.2.3-4+deb11u1,true
runit-helper,2.10.3,true
sed,4.7-1,true
sensible-utils,0.0.14,true
sn-mbpoll,1.4.26-1,true
sn-nftables,1.1.1-1,true
sn-osstat,1.1.0-2,true
sn-pi,1.1.2-1,true
sn-solarpkg,1.1.2-1,true
sn-solarssh,1.0.0-3,true
sn-system,1.5.0-1,true
sn-wifi,1.4.0-2,true
solarnode-app-core,3.6.0-1,true
solarnode-app-db-h2,2.0.0-1,true
solarnode-app-io-mqtt,3.0.0-1,true
solarnode-app-io-mqtt-netty,3.0.0-1,true
solarnode-base,2.0.0-1,true
solarnode-base-h2,1.0.0-1,true
solarnode-base-jackson,1.0.0-2,true
solarnode-base-netty,1.0.0-2,true
solarnode-base-reactive-streams,1.0.0-1,true
solarnode-base-spring,2.0.0-1,true
solarnode-base-spring-security,2.0.0-1,true
ssh,1:8.4p1-5+deb11u2,true
sudo,1.9.5p2-3+deb11u1,true
systemd,247.3-7+deb11u4,true
systemd-sysv,247.3-7+deb11u4,true
systemd-timesyncd,247.3-7+deb11u4,true
sysvinit-utils,2.96-7+deb11u1,true
tar,1.34+dfsg-1,true
tasksel,3.68+deb11u1,true
tasksel-data,3.68+deb11u1,true
tmux,3.1c-1+deb11u1,true
ttf-bitstream-vera,1.10-8.1,true
tzdata,2021a-1+deb11u10,true
ucf,3.0043,true
udev,247.3-7+deb11u4,true
util-linux,2.36.1-8+deb11u1,true
whiptail,0.52.21-4+b3,true
wireless-regdb,2022.04.08-2~deb11u1,true
wpasupplicant,2:2.9.0-21,true
xauth,1:1.1-1,true
yasdishell,1.8.1-Build9,true
zlib1g,1:1.2.11.dfsg-2+deb11u2,true
